,Activity,Consumption,Group,Indnum,Quality_of_Life_Importance__1_10,Units,electric___off_peak_hours,electric___peak_hours,electric_water_heater___off_peak,electric_water_heater___peak_hou,gas,gas_water_heater,hybrid,jetfuel,natural_gas,solar_powered__water_heater
18800,car trips- self only,322.0,5.0,765.0,47.0,miles,,,,,1.0,,,,,
18801,car trips- self only,423.0,5.0,766.0,44.0,miles,,,,,1.0,,,,,
18802,car trips- self only,370.0,5.0,767.0,42.0,miles,,,,,1.0,,,,,
18803,car trips- self only,463.0,5.0,768.0,54.0,miles,,,,,1.0,,,,,
18804,car trips- self only,339.0,5.0,769.0,52.0,miles,,,,,1.0,,,,,
18805,car trips- self only,462.0,5.0,770.0,50.0,miles,,,,,1.0,,,,,
18806,car trips- self only,419.0,5.0,771.0,55.0,miles,,,,,1.0,,,,,
18807,car trips- self only,461.0,5.0,772.0,55.0,miles,,,,,1.0,,,,,
18808,car trips- self only,342.0,5.0,773.0,48.0,miles,,,,,1.0,,,,,
18809,car trips- self only,349.0,5.0,774.0,42.0,miles,,,,,1.0,,,,,
18810,car trips- self only,372.0,5.0,775.0,62.0,miles,,,,,1.0,,,,,
18811,car trips- self only,367.0,5.0,776.0,44.0,miles,,,,,1.0,,,,,
18812,car trips- self only,318.0,5.0,777.0,54.0,miles,,,,,1.0,,,,,
18813,car trips- self only,351.0,5.0,778.0,49.0,miles,,,,,1.0,,,,,
18814,car trips- self only,268.0,5.0,779.0,43.0,miles,,,,,1.0,,,,,
18815,car trips- self only,271.0,5.0,780.0,44.0,miles,,,,,1.0,,,,,
18816,car trips- self only,402.0,5.0,781.0,50.0,miles,,,,,1.0,,,,,
18817,car trips- self only,294.0,5.0,782.0,46.0,miles,,,,,1.0,,,,,
18818,car trips- self only,318.0,5.0,783.0,60.0,miles,,,,,1.0,,,,,
18819,car trips- self only,406.0,5.0,784.0,53.0,miles,,,,,1.0,,,,,
18820,car trips- self only,383.0,5.0,785.0,49.0,miles,,,,,1.0,,,,,
18821,car trips- self only,287.0,5.0,786.0,54.0,miles,,,,,1.0,,,,,
18822,car trips- self only,324.0,5.0,787.0,45.0,miles,,,,,1.0,,,,,
18823,car trips- self only,460.0,5.0,788.0,57.0,miles,,,,,1.0,,,,,
18824,car trips- self only,270.0,5.0,789.0,48.0,miles,,,,,1.0,,,,,
18825,car trips- self only,336.0,5.0,790.0,49.0,miles,,,,,1.0,,,,,
18826,car trips- self only,307.0,5.0,791.0,42.0,miles,,,,,1.0,,,,,
18827,car trips- self only,385.0,5.0,792.0,49.0,miles,,,,,1.0,,,,,
18828,car trips- self only,277.0,5.0,793.0,60.0,miles,,,,,1.0,,,,,
18829,car trips- self only,317.0,5.0,794.0,48.0,miles,,,,,1.0,,,,,
18830,car trips- self only,341.0,5.0,795.0,44.0,miles,,,,,1.0,,,,,
18831,car trips- self only,463.0,5.0,796.0,49.0,miles,,,,,1.0,,,,,
18832,car trips- self only,295.0,5.0,797.0,47.0,miles,,,,,1.0,,,,,
18833,car trips- self only,260.0,5.0,798.0,54.0,miles,,,,,1.0,,,,,
18834,car trips- self only,456.0,5.0,799.0,42.0,miles,,,,,1.0,,,,,
18835,car trips- self only,283.0,5.0,800.0,58.0,miles,,,,,1.0,,,,,
18836,car trips- self only,418.0,5.0,801.0,47.0,miles,,,,,1.0,,,,,
18837,car trips- self only,307.0,5.0,802.0,50.0,miles,,,,,1.0,,,,,
18838,car trips- self only,369.0,5.0,803.0,48.0,miles,,,,,1.0,,,,,
18839,car trips- self only,284.0,5.0,804.0,58.0,miles,,,,,1.0,,,,,
18840,car trips- self only,298.0,5.0,805.0,47.0,miles,,,,,1.0,,,,,
18841,car trips- self only,450.0,5.0,806.0,53.0,miles,,,,,1.0,,,,,
18842,car trips- self only,366.0,5.0,807.0,58.0,miles,,,,,1.0,,,,,
18843,car trips- self only,287.0,5.0,808.0,50.0,miles,,,,,1.0,,,,,
18844,car trips- self only,309.0,5.0,809.0,50.0,miles,,,,,1.0,,,,,
18845,car trips- self only,366.0,5.0,810.0,58.0,miles,,,,,1.0,,,,,
18846,car trips- self only,275.0,5.0,811.0,50.0,miles,,,,,1.0,,,,,
18847,car trips- self only,272.0,5.0,812.0,52.0,miles,,,,,1.0,,,,,
18848,car trips- self only,414.0,5.0,813.0,46.0,miles,,,,,1.0,,,,,
18849,car trips- self only,455.0,5.0,814.0,47.0,miles,,,,,1.0,,,,,
18850,car trips- self only,330.0,5.0,815.0,51.0,miles,,,,,1.0,,,,,
18851,car trips- self only,444.0,5.0,816.0,60.0,miles,,,,,1.0,,,,,
18852,car trips- self only,374.0,5.0,817.0,45.0,miles,,,,,1.0,,,,,
18853,car trips- self only,368.0,5.0,818.0,56.0,miles,,,,,1.0,,,,,
18854,car trips- self only,281.0,5.0,819.0,48.0,miles,,,,,1.0,,,,,
18855,car trips- self only,264.0,5.0,820.0,60.0,miles,,,,,1.0,,,,,
18856,car trips- self only,351.0,5.0,821.0,50.0,miles,,,,,1.0,,,,,
18857,car trips- self only,392.0,5.0,822.0,51.0,miles,,,,,1.0,,,,,
18858,car trips- self only,441.0,5.0,823.0,47.0,miles,,,,,1.0,,,,,
18859,car trips- self only,342.0,5.0,824.0,55.0,miles,,,,,1.0,,,,,
18860,car trips- self only,459.0,5.0,825.0,62.0,miles,,,,,1.0,,,,,
18861,car trips- self only,424.0,5.0,826.0,60.0,miles,,,,,1.0,,,,,
18862,car trips- self only,306.0,5.0,827.0,43.0,miles,,,,,1.0,,,,,
18863,car trips- self only,378.0,5.0,828.0,43.0,miles,,,,,1.0,,,,,
18864,car trips- self only,293.0,5.0,829.0,53.0,miles,,,,,1.0,,,,,
18865,car trips- self only,443.0,5.0,830.0,59.0,miles,,,,,1.0,,,,,
18866,car trips- self only,333.0,5.0,831.0,61.0,miles,,,,,1.0,,,,,
18867,car trips- self only,367.0,5.0,832.0,61.0,miles,,,,,1.0,,,,,
18868,car trips- self only,450.0,5.0,833.0,51.0,miles,,,,,1.0,,,,,
18869,car trips- self only,307.0,5.0,834.0,52.0,miles,,,,,1.0,,,,,
18870,car trips- self only,286.0,5.0,835.0,55.0,miles,,,,,1.0,,,,,
18871,car trips- self only,281.0,5.0,836.0,61.0,miles,,,,,1.0,,,,,
18872,car trips- self only,385.0,5.0,837.0,43.0,miles,,,,,1.0,,,,,
18873,car trips- self only,361.0,5.0,838.0,59.0,miles,,,,,1.0,,,,,
18874,car trips- self only,368.0,5.0,839.0,62.0,miles,,,,,1.0,,,,,
18875,car trips- self only,454.0,5.0,840.0,42.0,miles,,,,,1.0,,,,,
18876,car trips- self only,324.0,5.0,841.0,53.0,miles,,,,,1.0,,,,,
18877,car trips- self only,404.0,5.0,842.0,47.0,miles,,,,,1.0,,,,,
18878,car trips- self only,260.0,5.0,843.0,56.0,miles,,,,,1.0,,,,,
18879,car trips- self only,374.0,5.0,844.0,59.0,miles,,,,,1.0,,,,,
18880,car trips- self only,316.0,5.0,845.0,49.0,miles,,,,,1.0,,,,,
18881,car trips- self only,382.0,5.0,846.0,49.0,miles,,,,,1.0,,,,,
18882,car trips- self only,287.0,5.0,847.0,52.0,miles,,,,,1.0,,,,,
18883,car trips- self only,451.0,5.0,848.0,52.0,miles,,,,,1.0,,,,,
18884,car trips- self only,440.0,5.0,849.0,61.0,miles,,,,,1.0,,,,,
18885,car trips- self only,342.0,5.0,850.0,47.0,miles,,,,,1.0,,,,,
18886,car trips- self only,454.0,5.0,851.0,46.0,miles,,,,,1.0,,,,,
18887,car trips- self only,270.0,5.0,852.0,56.0,miles,,,,,1.0,,,,,
18888,car trips- self only,429.0,5.0,853.0,62.0,miles,,,,,1.0,,,,,
18889,car trips- self only,299.0,5.0,854.0,48.0,miles,,,,,1.0,,,,,
18890,car trips- self only,372.0,5.0,855.0,62.0,miles,,,,,1.0,,,,,
18891,car trips- self only,278.0,5.0,856.0,47.0,miles,,,,,1.0,,,,,
18892,car trips- self only,350.0,5.0,857.0,47.0,miles,,,,,1.0,,,,,
18893,car trips- self only,336.0,5.0,858.0,44.0,miles,,,,,1.0,,,,,
18894,car trips- self only,291.0,5.0,859.0,58.0,miles,,,,,1.0,,,,,
18895,car trips- self only,440.0,5.0,860.0,61.0,miles,,,,,1.0,,,,,
18896,car trips- self only,456.0,5.0,861.0,45.0,miles,,,,,1.0,,,,,
18897,car trips- self only,368.0,5.0,862.0,58.0,miles,,,,,1.0,,,,,
18898,car trips- self only,323.0,5.0,863.0,49.0,miles,,,,,1.0,,,,,
18899,car trips- self only,278.0,5.0,864.0,59.0,miles,,,,,1.0,,,,,
18900,car trips- self only,422.0,5.0,865.0,60.0,miles,,,,,1.0,,,,,
18901,car trips- self only,276.0,5.0,866.0,53.0,miles,,,,,1.0,,,,,
18902,car trips- self only,390.0,5.0,867.0,59.0,miles,,,,,1.0,,,,,
18903,car trips- self only,386.0,5.0,868.0,49.0,miles,,,,,1.0,,,,,
18904,car trips- self only,420.0,5.0,869.0,54.0,miles,,,,,1.0,,,,,
18905,car trips- self only,298.0,5.0,870.0,42.0,miles,,,,,1.0,,,,,
18906,car trips- self only,272.0,5.0,871.0,45.0,miles,,,,,1.0,,,,,
18907,car trips- self only,267.0,5.0,872.0,57.0,miles,,,,,1.0,,,,,
18908,car trips- self only,336.0,5.0,873.0,58.0,miles,,,,,1.0,,,,,
18909,car trips- self only,265.0,5.0,874.0,58.0,miles,,,,,1.0,,,,,
18910,car trips- self only,313.0,5.0,875.0,48.0,miles,,,,,1.0,,,,,
18911,car trips- self only,442.0,5.0,876.0,44.0,miles,,,,,1.0,,,,,
18912,car trips- self only,336.0,5.0,877.0,50.0,miles,,,,,1.0,,,,,
18913,car trips- self only,262.0,5.0,878.0,52.0,miles,,,,,1.0,,,,,
18914,car trips- self only,261.0,5.0,879.0,50.0,miles,,,,,1.0,,,,,
18915,car trips- self only,335.0,5.0,880.0,54.0,miles,,,,,1.0,,,,,
18916,car trips- self only,292.0,5.0,881.0,53.0,miles,,,,,1.0,,,,,
18917,car trips- self only,409.0,5.0,882.0,42.0,miles,,,,,1.0,,,,,
18918,car trips- self only,359.0,5.0,883.0,61.0,miles,,,,,1.0,,,,,
18919,car trips- self only,258.0,5.0,884.0,48.0,miles,,,,,1.0,,,,,
18920,car trips- self only,319.0,5.0,885.0,59.0,miles,,,,,1.0,,,,,
18921,car trips- self only,290.0,5.0,886.0,56.0,miles,,,,,1.0,,,,,
18922,car trips- self only,333.0,5.0,887.0,52.0,miles,,,,,1.0,,,,,
18923,car trips- self only,287.0,5.0,888.0,53.0,miles,,,,,1.0,,,,,
18924,car trips- self only,443.0,5.0,889.0,59.0,miles,,,,,1.0,,,,,
18925,car trips- self only,325.0,5.0,890.0,48.0,miles,,,,,1.0,,,,,
18926,car trips- self only,430.0,5.0,891.0,46.0,miles,,,,,1.0,,,,,
18927,car trips- self only,413.0,5.0,892.0,58.0,miles,,,,,1.0,,,,,
18928,car trips- self only,440.0,5.0,893.0,55.0,miles,,,,,1.0,,,,,
18929,car trips- self only,269.0,5.0,894.0,52.0,miles,,,,,1.0,,,,,
18930,car trips- self only,430.0,5.0,895.0,52.0,miles,,,,,1.0,,,,,
18931,car trips- self only,300.0,5.0,896.0,57.0,miles,,,,,1.0,,,,,
18932,car trips- self only,363.0,5.0,897.0,59.0,miles,,,,,1.0,,,,,
18933,car trips- self only,412.0,5.0,898.0,60.0,miles,,,,,1.0,,,,,
18934,car trips- self only,279.0,5.0,899.0,49.0,miles,,,,,1.0,,,,,
18935,car trips- self only,457.0,5.0,900.0,51.0,miles,,,,,1.0,,,,,
18936,car trips- self only,271.0,5.0,901.0,52.0,miles,,,,,1.0,,,,,
18937,car trips- self only,320.0,5.0,902.0,56.0,miles,,,,,1.0,,,,,
18938,car trips- self only,381.0,5.0,903.0,42.0,miles,,,,,1.0,,,,,
18939,car trips- self only,448.0,5.0,904.0,56.0,miles,,,,,1.0,,,,,
18940,car trips- self only,268.0,5.0,905.0,54.0,miles,,,,,1.0,,,,,
18941,car trips- self only,280.0,5.0,906.0,46.0,miles,,,,,1.0,,,,,
18942,car trips- self only,351.0,5.0,907.0,59.0,miles,,,,,1.0,,,,,
18943,car trips- self only,274.0,5.0,908.0,45.0,miles,,,,,1.0,,,,,
18944,car trips- self only,401.0,5.0,909.0,62.0,miles,,,,,1.0,,,,,
18945,car trips- self only,296.0,5.0,910.0,48.0,miles,,,,,1.0,,,,,
18946,car trips- self only,427.0,5.0,911.0,51.0,miles,,,,,1.0,,,,,
18947,car trips- self only,269.0,5.0,912.0,59.0,miles,,,,,1.0,,,,,
18948,car trips- self only,350.0,5.0,913.0,49.0,miles,,,,,1.0,,,,,
18949,car trips- self only,338.0,5.0,914.0,56.0,miles,,,,,1.0,,,,,
18950,car trips- self only,438.0,5.0,915.0,50.0,miles,,,,,1.0,,,,,
18951,car trips- self only,353.0,5.0,916.0,52.0,miles,,,,,1.0,,,,,
18952,car trips- self only,449.0,5.0,917.0,56.0,miles,,,,,1.0,,,,,
18953,car trips- self only,400.0,5.0,918.0,50.0,miles,,,,,1.0,,,,,
18954,car trips- self only,360.0,5.0,919.0,51.0,miles,,,,,1.0,,,,,
18955,car trips- self only,312.0,5.0,920.0,44.0,miles,,,,,1.0,,,,,
18956,car trips- self only,326.0,5.0,921.0,55.0,miles,,,,,1.0,,,,,
18957,car trips- self only,303.0,5.0,922.0,45.0,miles,,,,,1.0,,,,,
18958,car trips- self only,354.0,5.0,923.0,62.0,miles,,,,,1.0,,,,,
18959,car trips- self only,309.0,5.0,924.0,59.0,miles,,,,,1.0,,,,,
18960,car trips- self only,440.0,5.0,925.0,43.0,miles,,,,,1.0,,,,,
18961,car trips- self only,323.0,5.0,926.0,50.0,miles,,,,,1.0,,,,,
18962,car trips- self only,266.0,5.0,927.0,61.0,miles,,,,,1.0,,,,,
18963,car trips- self only,436.0,5.0,928.0,62.0,miles,,,,,1.0,,,,,
18964,car trips- self only,422.0,5.0,929.0,51.0,miles,,,,,1.0,,,,,
18965,car trips- self only,312.0,5.0,930.0,49.0,miles,,,,,1.0,,,,,
18966,car trips- self only,387.0,5.0,931.0,48.0,miles,,,,,1.0,,,,,
18967,car trips- self only,367.0,5.0,932.0,58.0,miles,,,,,1.0,,,,,
18968,car trips- self only,308.0,5.0,933.0,54.0,miles,,,,,1.0,,,,,
18969,car trips- self only,434.0,5.0,934.0,61.0,miles,,,,,1.0,,,,,
18970,car trips- self only,293.0,5.0,935.0,62.0,miles,,,,,1.0,,,,,
18971,car trips- self only,422.0,5.0,936.0,62.0,miles,,,,,1.0,,,,,
18972,car trips- self only,401.0,5.0,937.0,54.0,miles,,,,,1.0,,,,,
18973,car trips- self only,421.0,5.0,938.0,57.0,miles,,,,,1.0,,,,,
18974,car trips- self only,291.0,5.0,939.0,53.0,miles,,,,,1.0,,,,,
18975,car trips- self only,280.0,5.0,940.0,48.0,miles,,,,,1.0,,,,,
18976,car trips- self only,420.0,5.0,941.0,55.0,miles,,,,,1.0,,,,,
18977,car trips- self only,361.0,5.0,942.0,56.0,miles,,,,,1.0,,,,,
18978,car trips- self only,402.0,5.0,943.0,51.0,miles,,,,,1.0,,,,,
18979,car trips- self only,351.0,5.0,944.0,54.0,miles,,,,,1.0,,,,,
18980,car trips- self only,282.0,5.0,945.0,53.0,miles,,,,,1.0,,,,,
18981,car trips- self only,266.0,5.0,946.0,48.0,miles,,,,,1.0,,,,,
18982,car trips- self only,424.0,5.0,947.0,53.0,miles,,,,,1.0,,,,,
18983,car trips- self only,425.0,5.0,948.0,61.0,miles,,,,,1.0,,,,,
18984,car trips- self only,397.0,5.0,949.0,48.0,miles,,,,,1.0,,,,,
18985,car trips- self only,440.0,5.0,950.0,51.0,miles,,,,,1.0,,,,,
18986,car trips- self only,349.0,5.0,951.0,59.0,miles,,,,,1.0,,,,,
18987,car trips- self only,343.0,5.0,952.0,52.0,miles,,,,,1.0,,,,,
18988,car trips- self only,280.0,5.0,953.0,60.0,miles,,,,,1.0,,,,,
18989,car trips- self only,289.0,5.0,954.0,48.0,miles,,,,,1.0,,,,,
18990,car trips- self only,431.0,5.0,955.0,52.0,miles,,,,,1.0,,,,,
18991,car trips- self only,462.0,5.0,956.0,45.0,miles,,,,,1.0,,,,,
18992,car trips- self only,379.0,5.0,957.0,54.0,miles,,,,,1.0,,,,,
18993,car trips- self only,284.0,5.0,958.0,48.0,miles,,,,,1.0,,,,,
18994,car trips- self only,312.0,5.0,959.0,52.0,miles,,,,,1.0,,,,,
18995,car trips- self only,260.0,5.0,960.0,58.0,miles,,,,,1.0,,,,,
18996,car trips- self only,448.0,5.0,961.0,60.0,miles,,,,,1.0,,,,,
18997,car trips- self only,409.0,5.0,962.0,47.0,miles,,,,,1.0,,,,,
18998,car trips- self only,343.0,5.0,963.0,61.0,miles,,,,,1.0,,,,,
18999,car trips- self only,277.0,5.0,964.0,48.0,miles,,,,,1.0,,,,,
19000,car trips- self only,368.0,5.0,965.0,55.0,miles,,,,,1.0,,,,,
19001,car trips- self only,448.0,5.0,966.0,61.0,miles,,,,,1.0,,,,,
19002,car trips- self only,316.0,5.0,967.0,57.0,miles,,,,,1.0,,,,,
19003,car trips- self only,265.0,5.0,968.0,62.0,miles,,,,,1.0,,,,,
19004,car trips- self only,370.0,5.0,969.0,59.0,miles,,,,,1.0,,,,,
19005,car trips- self only,414.0,5.0,970.0,54.0,miles,,,,,1.0,,,,,
19006,car trips- self only,366.0,5.0,971.0,59.0,miles,,,,,1.0,,,,,
19007,car trips- self only,320.0,5.0,972.0,59.0,miles,,,,,1.0,,,,,
19008,car trips- self only,452.0,5.0,973.0,47.0,miles,,,,,1.0,,,,,
19009,car trips- self only,329.0,5.0,974.0,60.0,miles,,,,,1.0,,,,,
19010,car trips- self only,390.0,5.0,975.0,46.0,miles,,,,,1.0,,,,,
19011,car trips- self only,390.0,5.0,976.0,62.0,miles,,,,,1.0,,,,,
19012,car trips- self only,377.0,5.0,977.0,60.0,miles,,,,,1.0,,,,,
19013,car trips- self only,277.0,5.0,978.0,54.0,miles,,,,,1.0,,,,,
19014,car trips- self only,286.0,5.0,979.0,44.0,miles,,,,,1.0,,,,,
19015,car trips- self only,366.0,5.0,980.0,53.0,miles,,,,,1.0,,,,,
19016,car trips- self only,290.0,5.0,981.0,56.0,miles,,,,,1.0,,,,,
19017,car trips- self only,261.0,5.0,982.0,49.0,miles,,,,,1.0,,,,,
19018,car trips- self only,297.0,5.0,983.0,44.0,miles,,,,,1.0,,,,,
19019,car trips- self only,352.0,5.0,984.0,47.0,miles,,,,,1.0,,,,,
19020,car trips- self only,427.0,5.0,985.0,49.0,miles,,,,,1.0,,,,,
19021,car trips- self only,399.0,5.0,986.0,52.0,miles,,,,,1.0,,,,,
19022,car trips- self only,307.0,5.0,987.0,59.0,miles,,,,,1.0,,,,,
19023,car trips- self only,429.0,5.0,988.0,54.0,miles,,,,,1.0,,,,,
19024,car trips- self only,327.0,5.0,989.0,51.0,miles,,,,,1.0,,,,,
19025,car trips- self only,401.0,5.0,990.0,61.0,miles,,,,,1.0,,,,,
19026,car trips- self only,288.0,5.0,991.0,51.0,miles,,,,,1.0,,,,,
19027,car trips- self only,403.0,5.0,992.0,50.0,miles,,,,,1.0,,,,,
19028,car trips- self only,415.0,5.0,993.0,56.0,miles,,,,,1.0,,,,,
19029,car trips- self only,284.0,5.0,994.0,43.0,miles,,,,,1.0,,,,,
19030,car trips- self only,344.0,5.0,995.0,54.0,miles,,,,,1.0,,,,,
19031,car trips- self only,382.0,5.0,996.0,47.0,miles,,,,,1.0,,,,,
19032,car trips- self only,263.0,5.0,997.0,44.0,miles,,,,,1.0,,,,,
19033,car trips- self only,323.0,5.0,998.0,58.0,miles,,,,,1.0,,,,,
19034,car trips- self only,270.0,5.0,999.0,44.0,miles,,,,,1.0,,,,,
19035,car trips- self only,335.0,5.0,1000.0,59.0,miles,,,,,1.0,,,,,
19036,car trips- self only,281.0,5.0,1001.0,52.0,miles,,,,,1.0,,,,,
19037,car trips- self only,323.0,5.0,1002.0,54.0,miles,,,,,1.0,,,,,
19038,car trips - driver and self,38.0,5.0,1.0,27.0,miles,,,,,1.0,,,,,
19039,car trips - driver and self,19.0,5.0,2.0,30.0,miles,,,,,1.0,,,,,
19040,car trips - driver and self,35.0,5.0,3.0,19.0,miles,,,,,1.0,,,,,
19041,car trips - driver and self,28.0,5.0,4.0,28.0,miles,,,,,1.0,,,,,
19042,car trips - driver and self,15.0,5.0,5.0,27.0,miles,,,,,1.0,,,,,
19043,car trips - driver and self,21.0,5.0,6.0,34.0,miles,,,,,1.0,,,,,
19044,car trips - driver and self,39.0,5.0,7.0,22.0,miles,,,,,1.0,,,,,
19045,car trips - driver and self,38.0,5.0,8.0,39.0,miles,,,,,1.0,,,,,
19046,car trips - driver and self,24.0,5.0,9.0,27.0,miles,,,,,1.0,,,,,
19047,car trips - driver and self,20.0,5.0,10.0,22.0,miles,,,,,1.0,,,,,
19048,car trips - driver and self,16.0,5.0,11.0,40.0,miles,,,,,1.0,,,,,
19049,car trips - driver and self,19.0,5.0,12.0,20.0,miles,,,,,1.0,,,,,
19050,car trips - driver and self,20.0,5.0,13.0,21.0,miles,,,,,1.0,,,,,
19051,car trips - driver and self,39.0,5.0,14.0,27.0,miles,,,,,1.0,,,,,
19052,car trips - driver and self,11.0,5.0,15.0,20.0,miles,,,,,1.0,,,,,
19053,car trips - driver and self,13.0,5.0,16.0,40.0,miles,,,,,1.0,,,,,
19054,car trips - driver and self,20.0,5.0,17.0,28.0,miles,,,,,1.0,,,,,
19055,car trips - driver and self,37.0,5.0,18.0,23.0,miles,,,,,1.0,,,,,
19056,car trips - driver and self,31.0,5.0,19.0,26.0,miles,,,,,1.0,,,,,
19057,car trips - driver and self,13.0,5.0,20.0,28.0,miles,,,,,1.0,,,,,
19058,car trips - driver and self,25.0,5.0,21.0,31.0,miles,,,,,1.0,,,,,
19059,car trips - driver and self,32.0,5.0,22.0,32.0,miles,,,,,1.0,,,,,
19060,car trips - driver and self,18.0,5.0,23.0,40.0,miles,,,,,1.0,,,,,
19061,car trips - driver and self,22.0,5.0,24.0,24.0,miles,,,,,1.0,,,,,
19062,car trips - driver and self,16.0,5.0,25.0,33.0,miles,,,,,1.0,,,,,
19063,car trips - driver and self,33.0,5.0,26.0,25.0,miles,,,,,1.0,,,,,
19064,car trips - driver and self,22.0,5.0,27.0,19.0,miles,,,,,1.0,,,,,
19065,car trips - driver and self,24.0,5.0,28.0,24.0,miles,,,,,1.0,,,,,
19066,car trips - driver and self,40.0,5.0,29.0,35.0,miles,,,,,1.0,,,,,
19067,car trips - driver and self,33.0,5.0,30.0,23.0,miles,,,,,1.0,,,,,
19068,car trips - driver and self,27.0,5.0,31.0,32.0,miles,,,,,1.0,,,,,
19069,car trips - driver and self,40.0,5.0,32.0,19.0,miles,,,,,1.0,,,,,
19070,car trips - driver and self,31.0,5.0,33.0,38.0,miles,,,,,1.0,,,,,
19071,car trips - driver and self,32.0,5.0,34.0,28.0,miles,,,,,1.0,,,,,
19072,car trips - driver and self,31.0,5.0,35.0,27.0,miles,,,,,1.0,,,,,
19073,car trips - driver and self,40.0,5.0,36.0,24.0,miles,,,,,1.0,,,,,
19074,car trips - driver and self,10.0,5.0,37.0,37.0,miles,,,,,1.0,,,,,
19075,car trips - driver and self,12.0,5.0,38.0,40.0,miles,,,,,1.0,,,,,
19076,car trips - driver and self,24.0,5.0,39.0,33.0,miles,,,,,1.0,,,,,
19077,car trips - driver and self,35.0,5.0,40.0,37.0,miles,,,,,1.0,,,,,
19078,car trips - driver and self,28.0,5.0,41.0,19.0,miles,,,,,1.0,,,,,
19079,car trips - driver and self,21.0,5.0,42.0,33.0,miles,,,,,1.0,,,,,
19080,car trips - driver and self,16.0,5.0,43.0,39.0,miles,,,,,1.0,,,,,
19081,car trips - driver and self,40.0,5.0,44.0,19.0,miles,,,,,1.0,,,,,
19082,car trips - driver and self,23.0,5.0,45.0,34.0,miles,,,,,1.0,,,,,
19083,car trips - driver and self,10.0,5.0,46.0,37.0,miles,,,,,1.0,,,,,
19084,car trips - driver and self,26.0,5.0,47.0,33.0,miles,,,,,1.0,,,,,
19085,car trips - driver and self,26.0,5.0,48.0,34.0,miles,,,,,1.0,,,,,
19086,car trips - driver and self,32.0,5.0,49.0,26.0,miles,,,,,1.0,,,,,
19087,car trips - driver and self,17.0,5.0,50.0,37.0,miles,,,,,1.0,,,,,
19088,car trips - driver and self,20.0,5.0,51.0,23.0,miles,,,,,1.0,,,,,
19089,car trips - driver and self,29.0,5.0,52.0,21.0,miles,,,,,1.0,,,,,
19090,car trips - driver and self,23.0,5.0,53.0,23.0,miles,,,,,1.0,,,,,
19091,car trips - driver and self,21.0,5.0,54.0,21.0,miles,,,,,1.0,,,,,
19092,car trips - driver and self,16.0,5.0,55.0,35.0,miles,,,,,1.0,,,,,
19093,car trips - driver and self,25.0,5.0,56.0,19.0,miles,,,,,1.0,,,,,
19094,car trips - driver and self,16.0,5.0,57.0,30.0,miles,,,,,1.0,,,,,
19095,car trips - driver and self,40.0,5.0,58.0,19.0,miles,,,,,1.0,,,,,
19096,car trips - driver and self,16.0,5.0,59.0,32.0,miles,,,,,1.0,,,,,
19097,car trips - driver and self,14.0,5.0,60.0,30.0,miles,,,,,1.0,,,,,
19098,car trips - driver and self,27.0,5.0,61.0,40.0,miles,,,,,1.0,,,,,
19099,car trips - driver and self,39.0,5.0,62.0,25.0,miles,,,,,1.0,,,,,
19100,car trips - driver and self,31.0,5.0,63.0,31.0,miles,,,,,1.0,,,,,
19101,car trips - driver and self,29.0,5.0,64.0,38.0,miles,,,,,1.0,,,,,
19102,car trips - driver and self,11.0,5.0,65.0,38.0,miles,,,,,1.0,,,,,
19103,car trips - driver and self,30.0,5.0,66.0,21.0,miles,,,,,1.0,,,,,
19104,car trips - driver and self,35.0,5.0,67.0,28.0,miles,,,,,1.0,,,,,
19105,car trips - driver and self,26.0,5.0,68.0,24.0,miles,,,,,1.0,,,,,
19106,car trips - driver and self,31.0,5.0,69.0,23.0,miles,,,,,1.0,,,,,
19107,car trips - driver and self,40.0,5.0,70.0,21.0,miles,,,,,1.0,,,,,
19108,car trips - driver and self,15.0,5.0,71.0,25.0,miles,,,,,1.0,,,,,
19109,car trips - driver and self,20.0,5.0,72.0,25.0,miles,,,,,1.0,,,,,
19110,car trips - driver and self,24.0,5.0,73.0,23.0,miles,,,,,1.0,,,,,
19111,car trips - driver and self,32.0,5.0,74.0,25.0,miles,,,,,1.0,,,,,
19112,car trips - driver and self,37.0,5.0,75.0,37.0,miles,,,,,1.0,,,,,
19113,car trips - driver and self,40.0,5.0,76.0,23.0,miles,,,,,1.0,,,,,
19114,car trips - driver and self,24.0,5.0,77.0,29.0,miles,,,,,1.0,,,,,
19115,car trips - driver and self,22.0,5.0,78.0,35.0,miles,,,,,1.0,,,,,
19116,car trips - driver and self,37.0,5.0,79.0,29.0,miles,,,,,1.0,,,,,
19117,car trips - driver and self,35.0,5.0,80.0,33.0,miles,,,,,1.0,,,,,
19118,car trips - driver and self,11.0,5.0,81.0,26.0,miles,,,,,1.0,,,,,
19119,car trips - driver and self,23.0,5.0,82.0,33.0,miles,,,,,1.0,,,,,
19120,car trips - driver and self,28.0,5.0,83.0,40.0,miles,,,,,1.0,,,,,
19121,car trips - driver and self,23.0,5.0,84.0,31.0,miles,,,,,1.0,,,,,
19122,car trips - driver and self,27.0,5.0,85.0,37.0,miles,,,,,1.0,,,,,
19123,car trips - driver and self,10.0,5.0,86.0,21.0,miles,,,,,1.0,,,,,
19124,car trips - driver and self,32.0,5.0,87.0,37.0,miles,,,,,1.0,,,,,
19125,car trips - driver and self,34.0,5.0,88.0,39.0,miles,,,,,1.0,,,,,
