Indnum,Group,Activity,Units,Consumption,Quality_of_Life_Importance__1_10,Name of Resource Used,Amount of Resource Used per Unit
780,5,car trips- self only,miles,271.0,44.0,gas,1.0
780,5,car trips - driver and self,miles,27.0,19.0,gas,1.0
781,1,Household heating => 70F,hours,8.0,67.0,gas,1.0
781,5,car trips- self only,miles,402.0,50.0,gas,1.0
781,5,car trips - driver and self,miles,23.0,24.0,gas,1.0
782,5,car trips- self only,miles,294.0,46.0,gas,1.0
782,5,car trips - driver and self,miles,26.0,23.0,gas,1.0
783,2,wash-up,count,53.0,24.0,gas,1.0
783,5,car trips- self only,miles,318.0,60.0,gas,1.0
783,5,car trips - driver and self,miles,13.0,23.0,gas,1.0
784,3,use of clothes dryer,count,4.0,16.0,gas,1.0
784,5,car trips- self only,miles,406.0,53.0,gas,1.0
784,5,car trips - driver and self,miles,25.0,25.0,gas,1.0
785,5,car trips- self only,miles,383.0,49.0,gas,1.0
785,5,car trips - driver and self,miles,34.0,20.0,gas,1.0
786,5,car trips- self only,miles,287.0,54.0,gas,1.0
786,5,car trips - driver and self,miles,20.0,32.0,gas,1.0
787,5,car trips- self only,miles,324.0,45.0,gas,1.0
787,5,car trips - driver and self,miles,20.0,29.0,gas,1.0
788,5,car trips- self only,miles,460.0,57.0,gas,1.0
788,5,car trips - driver and self,miles,36.0,33.0,gas,1.0
789,5,car trips- self only,miles,270.0,48.0,gas,1.0
789,5,car trips - driver and self,miles,24.0,32.0,gas,1.0
790,5,car trips- self only,miles,336.0,49.0,gas,1.0
790,5,car trips - driver and self,miles,11.0,32.0,gas,1.0
791,3,use of  oven,count,10.0,33.0,gas,1.0
791,5,car trips- self only,miles,307.0,42.0,gas,1.0
791,5,car trips - driver and self,miles,19.0,20.0,gas,1.0
792,5,car trips- self only,miles,385.0,49.0,gas,1.0
792,5,car trips - driver and self,miles,14.0,33.0,gas,1.0
793,1,Household heating < 70F,hours,5.0,64.0,gas,1.0
793,5,car trips- self only,miles,277.0,60.0,gas,1.0
793,5,car trips - driver and self,miles,26.0,26.0,gas,1.0
794,3,use of clothes washer,count,8.0,35.0,gas,1.0
794,5,car trips- self only,miles,317.0,48.0,gas,1.0
794,5,car trips - driver and self,miles,22.0,26.0,gas,1.0
795,5,car trips- self only,miles,341.0,44.0,gas,1.0
795,5,car trips - driver and self,miles,30.0,23.0,gas,1.0
796,5,car trips- self only,miles,463.0,49.0,gas,1.0
796,5,car trips - driver and self,miles,15.0,27.0,gas,1.0
797,5,car trips- self only,miles,295.0,47.0,gas,1.0
797,5,car trips - driver and self,miles,26.0,32.0,gas,1.0
798,5,car trips- self only,miles,260.0,54.0,gas,1.0
798,5,car trips - driver and self,miles,38.0,38.0,gas,1.0
799,5,car trips- self only,miles,456.0,42.0,gas,1.0
799,5,car trips - driver and self,miles,30.0,37.0,gas,1.0
800,5,car trips- self only,miles,283.0,58.0,gas,1.0
800,5,car trips - driver and self,miles,27.0,27.0,gas,1.0
801,5,car trips- self only,miles,418.0,47.0,gas,1.0
801,5,car trips - driver and self,miles,10.0,35.0,gas,1.0
802,2,wash-up,count,40.0,29.0,gas,1.0
802,3,use of clothes dryer,count,1.0,12.0,gas,1.0
802,3,use of  oven,count,11.0,39.0,gas,1.0
802,5,car trips- self only,miles,307.0,50.0,gas,1.0
802,5,car trips - driver and self,miles,28.0,33.0,gas,1.0
803,5,car trips- self only,miles,369.0,48.0,gas,1.0
803,5,car trips - driver and self,miles,36.0,34.0,gas,1.0
804,5,car trips- self only,miles,284.0,58.0,gas,1.0
804,5,car trips - driver and self,miles,25.0,21.0,gas,1.0
805,5,car trips- self only,miles,298.0,47.0,gas,1.0
805,5,car trips - driver and self,miles,15.0,30.0,gas,1.0
806,3,use of  oven,count,10.0,36.0,gas,1.0
806,5,car trips- self only,miles,450.0,53.0,gas,1.0
806,5,car trips - driver and self,miles,36.0,33.0,gas,1.0
807,5,car trips- self only,miles,366.0,58.0,gas,1.0
807,5,car trips - driver and self,miles,26.0,35.0,gas,1.0
808,5,car trips- self only,miles,287.0,50.0,gas,1.0
808,5,car trips - driver and self,miles,12.0,26.0,gas,1.0
809,3,use of  oven,count,11.0,39.0,gas,1.0
809,5,car trips- self only,miles,309.0,50.0,gas,1.0
809,5,car trips - driver and self,miles,19.0,29.0,gas,1.0
810,5,car trips- self only,miles,366.0,58.0,gas,1.0
810,5,car trips - driver and self,miles,40.0,31.0,gas,1.0
811,5,car trips- self only,miles,275.0,50.0,gas,1.0
811,5,car trips - driver and self,miles,23.0,34.0,gas,1.0
812,5,car trips- self only,miles,272.0,52.0,gas,1.0
812,5,car trips - driver and self,miles,10.0,21.0,gas,1.0
813,3,use of clothes washer,count,4.0,28.0,gas,1.0
813,5,car trips- self only,miles,414.0,46.0,gas,1.0
813,5,car trips - driver and self,miles,28.0,28.0,gas,1.0
814,5,car trips- self only,miles,455.0,47.0,gas,1.0
814,5,car trips - driver and self,miles,18.0,26.0,gas,1.0
815,5,car trips- self only,miles,330.0,51.0,gas,1.0
815,5,car trips - driver and self,miles,19.0,37.0,gas,1.0
816,5,car trips- self only,miles,444.0,60.0,gas,1.0
816,5,car trips - driver and self,miles,25.0,22.0,gas,1.0
817,2,shower - long (> 3 min),count,10.0,86.0,gas,1.0
817,5,car trips- self only,miles,374.0,45.0,gas,1.0
817,5,car trips - driver and self,miles,11.0,32.0,gas,1.0
818,5,car trips- self only,miles,368.0,56.0,gas,1.0
818,5,car trips - driver and self,miles,29.0,40.0,gas,1.0
819,5,car trips- self only,miles,281.0,48.0,gas,1.0
819,5,car trips - driver and self,miles,11.0,20.0,gas,1.0
820,5,car trips- self only,miles,264.0,60.0,gas,1.0
820,5,car trips - driver and self,miles,35.0,28.0,gas,1.0
821,5,car trips- self only,miles,351.0,50.0,gas,1.0
821,5,car trips - driver and self,miles,27.0,25.0,gas,1.0
822,1,Use of air conditioner,count,12.0,51.0,gas,1.0
822,3,use of  oven,count,10.0,41.0,gas,1.0
822,5,car trips- self only,miles,392.0,51.0,gas,1.0
822,5,car trips - driver and self,miles,23.0,28.0,gas,1.0
823,5,car trips- self only,miles,441.0,47.0,gas,1.0
823,5,car trips - driver and self,miles,19.0,22.0,gas,1.0
824,5,car trips- self only,miles,342.0,55.0,gas,1.0
824,5,car trips - driver and self,miles,25.0,36.0,gas,1.0
825,5,car trips- self only,miles,459.0,62.0,gas,1.0
825,5,car trips - driver and self,miles,18.0,20.0,gas,1.0
826,5,car trips- self only,miles,424.0,60.0,gas,1.0
826,5,car trips - driver and self,miles,13.0,32.0,gas,1.0
827,5,car trips- self only,miles,306.0,43.0,gas,1.0
827,5,car trips - driver and self,miles,36.0,29.0,gas,1.0
828,2,wash-up,count,42.0,44.0,gas,1.0
828,5,car trips- self only,miles,378.0,43.0,gas,1.0
828,5,car trips - driver and self,miles,13.0,25.0,gas,1.0
829,5,car trips- self only,miles,293.0,53.0,gas,1.0
829,5,car trips - driver and self,miles,40.0,36.0,gas,1.0
830,3,use of clothes washer,count,3.0,27.0,gas,1.0
830,5,car trips- self only,miles,443.0,59.0,gas,1.0
830,5,car trips - driver and self,miles,17.0,31.0,gas,1.0
831,5,car trips- self only,miles,333.0,61.0,gas,1.0
831,5,car trips - driver and self,miles,15.0,24.0,gas,1.0
832,3,use of self-clean feature of electric oven,count,2.0,19.0,gas,1.0
832,5,car trips- self only,miles,367.0,61.0,gas,1.0
832,5,car trips - driver and self,miles,31.0,39.0,gas,1.0
833,5,car trips- self only,miles,450.0,51.0,gas,1.0
833,5,car trips - driver and self,miles,26.0,32.0,gas,1.0
834,5,car trips- self only,miles,307.0,52.0,gas,1.0
834,5,car trips - driver and self,miles,38.0,27.0,gas,1.0
835,5,car trips- self only,miles,286.0,55.0,gas,1.0
835,5,car trips - driver and self,miles,17.0,37.0,gas,1.0
836,5,car trips- self only,miles,281.0,61.0,gas,1.0
836,5,car trips - driver and self,miles,14.0,39.0,gas,1.0
837,1,Household heating => 70F,hours,8.0,83.0,gas,1.0
837,5,car trips- self only,miles,385.0,43.0,gas,1.0
837,5,car trips - driver and self,miles,15.0,34.0,gas,1.0
838,5,car trips- self only,miles,361.0,59.0,gas,1.0
838,5,car trips - driver and self,miles,10.0,25.0,gas,1.0
839,5,car trips- self only,miles,368.0,62.0,gas,1.0
839,5,car trips - driver and self,miles,11.0,33.0,gas,1.0
840,5,car trips- self only,miles,454.0,42.0,gas,1.0
840,5,car trips - driver and self,miles,15.0,21.0,gas,1.0
841,3,use of  oven,count,10.0,35.0,gas,1.0
841,5,car trips- self only,miles,324.0,53.0,gas,1.0
841,5,car trips - driver and self,miles,13.0,29.0,gas,1.0
842,1,Use of air conditioner,count,28.0,47.0,gas,1.0
842,5,car trips- self only,miles,404.0,47.0,gas,1.0
842,5,car trips - driver and self,miles,12.0,33.0,gas,1.0
843,5,car trips- self only,miles,260.0,56.0,gas,1.0
843,5,car trips - driver and self,miles,27.0,36.0,gas,1.0
844,1,Household heating => 70F,count,6.0,66.0,gas,1.0
844,5,car trips- self only,miles,374.0,59.0,gas,1.0
844,5,car trips - driver and self,miles,38.0,32.0,gas,1.0
845,5,car trips- self only,miles,316.0,49.0,gas,1.0
845,5,car trips - driver and self,miles,20.0,31.0,gas,1.0
846,5,car trips- self only,miles,382.0,49.0,gas,1.0
846,5,car trips - driver and self,miles,40.0,35.0,gas,1.0
847,5,car trips- self only,miles,287.0,52.0,gas,1.0
847,5,car trips - driver and self,miles,38.0,36.0,gas,1.0
848,5,car trips- self only,miles,451.0,52.0,gas,1.0
848,5,car trips - driver and self,miles,23.0,21.0,gas,1.0
849,5,car trips- self only,miles,440.0,61.0,gas,1.0
849,5,car trips - driver and self,miles,29.0,19.0,gas,1.0
850,5,car trips- self only,miles,342.0,47.0,gas,1.0
850,5,car trips - driver and self,miles,21.0,23.0,gas,1.0
851,5,car trips- self only,miles,454.0,46.0,gas,1.0
851,5,car trips - driver and self,miles,10.0,21.0,gas,1.0
852,3,use of clothes dryer,count,1.0,12.0,gas,1.0
852,5,car trips- self only,miles,270.0,56.0,gas,1.0
852,5,car trips - driver and self,miles,24.0,22.0,gas,1.0
853,5,car trips- self only,miles,429.0,62.0,gas,1.0
853,5,car trips - driver and self,miles,25.0,24.0,gas,1.0
854,5,car trips- self only,miles,299.0,48.0,gas,1.0
854,5,car trips - driver and self,miles,10.0,40.0,gas,1.0
855,5,car trips- self only,miles,372.0,62.0,gas,1.0
855,5,car trips - driver and self,miles,17.0,36.0,gas,1.0
856,5,car trips- self only,miles,278.0,47.0,gas,1.0
856,5,car trips - driver and self,miles,31.0,30.0,gas,1.0
857,3,use of  oven,count,9.0,33.0,gas,1.0
857,5,car trips- self only,miles,350.0,47.0,gas,1.0
857,5,car trips - driver and self,miles,28.0,25.0,gas,1.0
858,5,car trips- self only,miles,336.0,44.0,gas,1.0
858,5,car trips - driver and self,miles,12.0,34.0,gas,1.0
859,5,car trips- self only,miles,291.0,58.0,gas,1.0
859,5,car trips - driver and self,miles,21.0,23.0,gas,1.0
860,3,use of  oven,count,8.0,33.0,gas,1.0
860,5,car trips- self only,miles,440.0,61.0,gas,1.0
860,5,car trips - driver and self,miles,18.0,20.0,gas,1.0
861,5,air travel - large plane,miles,2449.0,51.0,gas,1.0
861,5,car trips- self only,miles,456.0,45.0,gas,1.0
861,5,car trips - driver and self,miles,38.0,38.0,gas,1.0
862,1,Use of air conditioner,count,20.0,38.0,gas,1.0
862,5,car trips- self only,miles,368.0,58.0,gas,1.0
862,5,car trips - driver and self,miles,24.0,31.0,gas,1.0
863,5,car trips- self only,miles,323.0,49.0,gas,1.0
863,5,car trips - driver and self,miles,20.0,38.0,gas,1.0
864,5,air travel - large plane,miles,2932.0,41.0,gas,1.0
864,5,car trips- self only,miles,278.0,59.0,gas,1.0
864,5,car trips - driver and self,miles,32.0,39.0,gas,1.0
865,5,car trips- self only,miles,422.0,60.0,gas,1.0
865,5,car trips - driver and self,miles,16.0,27.0,gas,1.0
866,5,car trips- self only,miles,276.0,53.0,gas,1.0
866,5,car trips - driver and self,miles,28.0,23.0,gas,1.0
867,5,car trips- self only,miles,390.0,59.0,gas,1.0
867,5,car trips - driver and self,miles,21.0,24.0,gas,1.0
868,5,car trips- self only,miles,386.0,49.0,gas,1.0
868,5,car trips - driver and self,miles,31.0,38.0,gas,1.0
869,5,car trips- self only,miles,420.0,54.0,gas,1.0
869,5,car trips - driver and self,miles,10.0,25.0,gas,1.0
870,5,car trips- self only,miles,298.0,42.0,gas,1.0
870,5,car trips - driver and self,miles,39.0,21.0,gas,1.0
871,5,car trips- self only,miles,272.0,45.0,gas,1.0
871,5,car trips - driver and self,miles,22.0,26.0,gas,1.0
872,1,Household heating => 70F,count,5.0,65.0,gas,1.0
872,5,car trips- self only,miles,267.0,57.0,gas,1.0
872,5,car trips - driver and self,miles,29.0,27.0,gas,1.0
873,5,car trips- self only,miles,336.0,58.0,gas,1.0
873,5,car trips - driver and self,miles,37.0,27.0,gas,1.0
874,2,shower - short,count,4.0,86.0,gas,1.0
874,3,use of  oven,count,9.0,41.0,gas,1.0
874,5,car trips- self only,miles,265.0,58.0,gas,1.0
874,5,car trips - driver and self,miles,37.0,33.0,gas,1.0
875,5,car trips- self only,miles,313.0,48.0,gas,1.0
875,5,car trips - driver and self,miles,30.0,36.0,gas,1.0
876,5,car trips- self only,miles,442.0,44.0,gas,1.0
876,5,car trips - driver and self,miles,28.0,29.0,gas,1.0
877,5,car trips- self only,miles,336.0,50.0,gas,1.0
877,5,car trips - driver and self,miles,30.0,36.0,gas,1.0
878,5,car trips- self only,miles,262.0,52.0,gas,1.0
878,5,car trips - driver and self,miles,31.0,35.0,gas,1.0
879,5,car trips- self only,miles,261.0,50.0,gas,1.0
879,5,car trips - driver and self,miles,25.0,25.0,gas,1.0
880,1,Household heating < 70F,count,6.0,74.0,gas,1.0
880,5,car trips- self only,miles,335.0,54.0,gas,1.0
880,5,car trips - driver and self,miles,30.0,31.0,gas,1.0
881,2,bath,count,7.0,17.0,gas,1.0
881,5,car trips- self only,miles,292.0,53.0,gas,1.0
881,5,car trips - driver and self,miles,30.0,19.0,gas,1.0
882,5,car trips- self only,miles,409.0,42.0,gas,1.0
882,5,car trips - driver and self,miles,33.0,36.0,gas,1.0
883,5,car trips- self only,miles,359.0,61.0,gas,1.0
883,5,car trips - driver and self,miles,36.0,25.0,gas,1.0
884,5,car trips- self only,miles,258.0,48.0,gas,1.0
884,5,car trips - driver and self,miles,22.0,25.0,gas,1.0
885,5,car trips- self only,miles,319.0,59.0,gas,1.0
885,5,car trips - driver and self,miles,12.0,39.0,gas,1.0
886,1,Household heating => 70F,count,10.0,69.0,gas,1.0
886,5,car trips- self only,miles,290.0,56.0,gas,1.0
886,5,car trips - driver and self,miles,22.0,40.0,gas,1.0
887,5,car trips- self only,miles,333.0,52.0,gas,1.0
887,5,car trips - driver and self,miles,21.0,24.0,gas,1.0
888,1,Household heating => 70F,count,7.0,60.0,gas,1.0
888,5,car trips- self only,miles,287.0,53.0,gas,1.0
888,5,car trips - driver and self,miles,23.0,28.0,gas,1.0
889,5,car trips- self only,miles,443.0,59.0,gas,1.0
889,5,car trips - driver and self,miles,16.0,20.0,gas,1.0
890,5,car trips- self only,miles,325.0,48.0,gas,1.0
890,5,car trips - driver and self,miles,32.0,37.0,gas,1.0
891,5,car trips- self only,miles,430.0,46.0,gas,1.0
891,5,car trips - driver and self,miles,31.0,20.0,gas,1.0
892,5,car trips- self only,miles,413.0,58.0,gas,1.0
892,5,car trips - driver and self,miles,17.0,37.0,gas,1.0
893,5,car trips- self only,miles,440.0,55.0,gas,1.0
893,5,car trips - driver and self,miles,30.0,27.0,gas,1.0
894,3,use of self-clean feature of electric oven,count,2.0,16.0,gas,1.0
894,5,car trips- self only,miles,269.0,52.0,gas,1.0
894,5,car trips - driver and self,miles,35.0,35.0,gas,1.0
895,5,car trips- self only,miles,430.0,52.0,gas,1.0
895,5,car trips - driver and self,miles,29.0,36.0,gas,1.0
896,5,car trips- self only,miles,300.0,57.0,gas,1.0
896,5,car trips - driver and self,miles,37.0,32.0,gas,1.0
897,5,car trips- self only,miles,363.0,59.0,gas,1.0
897,5,car trips - driver and self,miles,36.0,27.0,gas,1.0
898,1,Household heating < 70F,count,3.0,61.0,gas,1.0
898,5,car trips- self only,miles,412.0,60.0,gas,1.0
898,5,car trips - driver and self,miles,29.0,20.0,gas,1.0
899,5,car trips- self only,miles,279.0,49.0,gas,1.0
899,5,car trips - driver and self,miles,24.0,22.0,gas,1.0
900,3,use of clothes dryer,count,4.0,15.0,gas,1.0
900,3,use of self-clean feature of electric oven,count,2.0,16.0,gas,1.0
900,5,car trips- self only,miles,457.0,51.0,gas,1.0
900,5,car trips - driver and self,miles,36.0,23.0,gas,1.0
901,3,use of self-clean feature of electric oven,count,4.0,19.0,gas,1.0
901,5,car trips- self only,miles,271.0,52.0,gas,1.0
901,5,car trips - driver and self,miles,20.0,39.0,gas,1.0
902,5,car trips- self only,miles,320.0,56.0,gas,1.0
902,5,car trips - driver and self,miles,17.0,22.0,gas,1.0
903,5,car trips- self only,miles,381.0,42.0,gas,1.0
903,5,car trips - driver and self,miles,34.0,30.0,gas,1.0
904,2,shower - long (> 3 min),count,29.0,92.0,gas,1.0
904,5,car trips- self only,miles,448.0,56.0,gas,1.0
904,5,car trips - driver and self,miles,13.0,29.0,gas,1.0
905,5,car trips- self only,miles,268.0,54.0,gas,1.0
905,5,car trips - driver and self,miles,38.0,30.0,gas,1.0
906,1,Use of air conditioner,count,17.0,38.0,gas,1.0
906,5,car trips- self only,miles,280.0,46.0,gas,1.0
906,5,car trips - driver and self,miles,33.0,38.0,gas,1.0
907,5,car trips- self only,miles,351.0,59.0,gas,1.0
907,5,car trips - driver and self,miles,22.0,29.0,gas,1.0
908,5,car trips- self only,miles,274.0,45.0,gas,1.0
908,5,car trips - driver and self,miles,36.0,35.0,gas,1.0
909,5,car trips- self only,miles,401.0,62.0,gas,1.0
909,5,car trips - driver and self,miles,18.0,26.0,gas,1.0
910,5,car trips- self only,miles,296.0,48.0,gas,1.0
910,5,car trips - driver and self,miles,40.0,31.0,gas,1.0
911,5,car trips- self only,miles,427.0,51.0,gas,1.0
911,5,car trips - driver and self,miles,20.0,36.0,gas,1.0
912,5,car trips- self only,miles,269.0,59.0,gas,1.0
912,5,car trips - driver and self,miles,21.0,32.0,gas,1.0
913,5,car trips- self only,miles,350.0,49.0,gas,1.0
913,5,car trips - driver and self,miles,27.0,35.0,gas,1.0
914,2,shower - long (> 3 min),count,29.0,89.0,gas,1.0
914,5,car trips- self only,miles,338.0,56.0,gas,1.0
914,5,car trips - driver and self,miles,27.0,20.0,gas,1.0
915,5,car trips- self only,miles,438.0,50.0,gas,1.0
915,5,car trips - driver and self,miles,18.0,23.0,gas,1.0
916,5,car trips- self only,miles,353.0,52.0,gas,1.0
916,5,car trips - driver and self,miles,13.0,22.0,gas,1.0
917,5,car trips- self only,miles,449.0,56.0,gas,1.0
917,5,car trips - driver and self,miles,19.0,36.0,gas,1.0
918,5,car trips- self only,miles,400.0,50.0,gas,1.0
918,5,car trips - driver and self,miles,37.0,24.0,gas,1.0
919,2,shower - short,count,7.0,93.0,gas,1.0
919,5,car trips- self only,miles,360.0,51.0,gas,1.0
919,5,car trips - driver and self,miles,32.0,32.0,gas,1.0
920,5,car trips- self only,miles,312.0,44.0,gas,1.0
920,5,car trips - driver and self,miles,12.0,19.0,gas,1.0
921,5,car trips- self only,miles,326.0,55.0,gas,1.0
921,5,car trips - driver and self,miles,12.0,19.0,gas,1.0
922,5,car trips- self only,miles,303.0,45.0,gas,1.0
922,5,car trips - driver and self,miles,23.0,23.0,gas,1.0
923,5,air travel - large plane,miles,3485.0,49.0,gas,1.0
923,5,car trips- self only,miles,354.0,62.0,gas,1.0
923,5,car trips - driver and self,miles,27.0,21.0,gas,1.0
924,5,car trips- self only,miles,309.0,59.0,gas,1.0
924,5,car trips - driver and self,miles,21.0,38.0,gas,1.0
925,5,car trips- self only,miles,440.0,43.0,gas,1.0
925,5,car trips - driver and self,miles,24.0,37.0,gas,1.0
926,5,car trips- self only,miles,323.0,50.0,gas,1.0
926,5,car trips - driver and self,miles,15.0,35.0,gas,1.0
927,5,car trips- self only,miles,266.0,61.0,gas,1.0
927,5,car trips - driver and self,miles,11.0,27.0,gas,1.0
928,5,car trips- self only,miles,436.0,62.0,gas,1.0
928,5,car trips - driver and self,miles,20.0,26.0,gas,1.0
929,5,car trips- self only,miles,422.0,51.0,gas,1.0
929,5,car trips - driver and self,miles,35.0,34.0,gas,1.0
930,5,car trips- self only,miles,312.0,49.0,gas,1.0
930,5,car trips - driver and self,miles,40.0,24.0,gas,1.0
